publishedAt,authorDisplayName,textDisplay,likeCount
2024-09-18T00:56:16Z,@wld-ph,"Try singing this... &quot;Nothing I can do or say, can ever change the way, since one long kiss, fills into our abyss... &quot;",0
2024-09-18T01:00:21Z,@wld-ph,"&quot;a lurid kiss &amp; tell, but you bind a spell, as we lie asleep, its you I long to keep&quot;...",0
2024-09-18T01:02:10Z,@wld-ph,play with it... ;-},0
2024-09-18T01:08:46Z,@wld-ph,"&quot;a tubo by the beach, paradise to reach, but not without you, as we always knew..&quot;",0
2024-09-18T00:06:58Z,@NiMadeJuniari-c6w,"aku kangen kita yang dulu,aku harap kamu tetap bahagia ya,i still love you hhehehe",0
2024-09-17T23:32:08Z,@akhyaryaya8002,"Brusan ada lagu melow indo yg bkin ak ngerasa kyk gini, padahal ak anak metal",0
2024-09-17T20:25:20Z,@Amingggnt,"Kukira cuma lirik lagu, ternyata kisah hidupku😢",0
2024-09-17T18:27:06Z,@NaylaFlower-qi1tb,"kamu baik baik saja kan din?<br>aku kngn km<br>10th tdak ktemu bukn waktu sbntr<br><br>dlu kita berpisah hnya krna ortu kita tdak stuju, pdhl kita sngat mncintai.<br><br>sampai saat ini aku sdh berkeluarga aku dengar km pun sdah ,<br>tp percaya aku mash mncintaimu dina agnia<br><br>A. Z.",1
2024-09-17T16:35:01Z,@aryahastuhengkaraadtmawija6835,Kesini Gara gara NDX AKA bernadya Nadya 😂👉👉👉,0
2024-09-17T16:13:29Z,@Cukurukkkpjuh,Sesakit itu sampe hrs keinget trs 😢,0
2024-09-17T16:07:52Z,@bagusramadhanis,Hai Betina! Cowok keliatan tegar aja tauk!!! Mau sampe dia nikah 3x gak bakalan lupa sm yg pertama 😢,0
2024-09-17T15:20:28Z,@wxyz_taa03,ada enggaa cowo yg engga berengsek?,0
2024-09-17T14:57:20Z,@dewildan-s8u,"haloooo Adam Rasyid saputra, <br>akuuu gapernah dendam apapun sama kamu, walaupun kamuu udah jahat sm aku selalu buat aku nangiss. tapi apapun perlakuan kamu yg nyakitin aku, aku selalu maaafiiiin. kamu mauuu cari cewe lain silakan apapun pilihan kamu aku ikut seneng nantinya. jujur aku masihhh butuh kamu tapi takdir mungkin ngga berpihak sama kitaaaa😊 kamu cowo satu satunya yg pernah buat aku segila ini, mungkin lupain kamuuuu itu bakal susah banget banget. kalo diliat dr sisi baiknyaaa aku makasih banget kamuu mau nemuin akuuu jauh² heheeee 💞 sehat selalu buat kamuuuu semoga kita bisa bahagia masing² 🌈💙 ilyuuuuu Adam💙",0
2024-09-17T14:56:25Z,@dewildan-s8u,"haloooo Adam Rasyid saputra, <br>akuuu gapernah dendam apapun sama kamu, walaupun kamuu udah jahat sm aku selalu buat aku nangiss. tapi apapun perlakuan kamu yg nyakitin aku, aku selalu maaafiiiin. kamu mauuu cari cewe lain silakan apapun pilihan kamu aku ikut seneng nantinya. jujur aku masihhh butuh kamu tapi takdir mungkin ngga berpihak sama kitaaaa😊 kamu cowo satu satunya yg pernah buat aku segila ini, mungkin lupain kamuuuu itu bakal susah banget banget. kalo diliat dr sisi baiknyaaa aku makasih banget kamuu mau nemuin akuuu jauh² heheeee 💞 sehat selalu buat kamuuuu semoga kita bisa bahagia masing² 🌈💙 sampe kapanpunnn aku masih sayang banget sm kamuuuu @adamsatukosong",0
2024-09-17T14:43:20Z,@huntioloji5691,Yah pianonya sangat iconic,0
2024-09-17T14:27:18Z,@CalyaNazifa-se7he,Peluk jauh buat kalian semua❤,1
2024-09-17T14:26:38Z,@HeriAnto-dv1nk,Nadanya Mirip lagunya  maudy ayunda..... menurut saya...,0
2024-09-17T14:14:43Z,@jafnakhamaliaseptiani1559,"masi jadi misteri, kenapa harus ada perpisahan menuju hari ulang tahun",0
2024-09-17T14:08:14Z,@nickname-fg6lh,Apa apaan ini berrrr😭,0
2024-09-17T13:57:56Z,@adikurniawan5972,"Bantu up komenku,aq pacaran 3th waktu masih SMA bs di bilang cuma dy yg bs ngena di hati,skrg posisiku sm dy udh pd nikah,,aq cuma mau bilang buka aja blokiran akun sosmedku IG,Fb dll krn sejujurnya kita udh punya jalan sendiri2,,tapi sekedar melihat kabar dan keadaanmu apa itu salah??",0
2024-09-17T13:52:47Z,@akupacalllnunuuu-j5v,potek hatiii gwaaa,0
2024-09-17T13:40:17Z,@marcelgg-y8i,Kok aku ngga🥹,0
2024-09-17T13:35:32Z,@LindaNda-k7d,Nad dia nikah di hari ulang tahun ku padahal dia sendiri yang janji bakal jadiin aku tujuannya,0
2024-09-17T13:22:56Z,@brilliant1146,Untungnya tau lagu ini saat sudh punya suami dan aank 😂 🎉,0
2024-09-17T12:26:54Z,@pudincasper1908,gua putus siang eh dia malem nya udh upload poto + jalan sama cowo lain 🥺,0
2024-09-17T12:21:17Z,@abdrahmannur,"Kenapa seorang perempuan dapat mencintai lebih satu cowo,apakah itu yang dinamakan hati perempuan itu gampang terbagi-bagi",0
2024-09-17T11:58:38Z,@AndriAnrace-s3c,Belum satu bulan sendal ku hilang:(,0
2024-09-17T11:04:04Z,@rickyd2m765,Kenapa pas banget sih lagu nya 😢 baru kmarem 14sept ulang tahun tapi besok nya langsung dia pergi selama nya,0
2024-09-17T11:02:12Z,@khatondonarga9605,Nad kisah nya 7tahun lalu bekas nya sampek sekarang.,0
2024-09-17T10:34:50Z,@EdiKeling-g9u,Lagu ini khusus untuk org yg gamonn😫🖤,1
2024-09-17T10:11:01Z,@boniafithaib5418,"Jangan karna lukamu, kamu menyalahkan atau menyamaratakan laki&quot; atau cewek&quot; yg ada di luar sana. Kadang luka itu terbentuk oleh perangai mu sendiri, atau karna dia emang tak baik utk mu, tak baik memaksakan semuanya sesuai yg kita inginkan.",0
2024-09-17T09:33:01Z,@zefanyatsabita,dia berhak bahagia dgn pilihannya😊,1
2024-09-17T09:33:01Z,@zefanyatsabita,dia berhak bahagia dgn pilihannya😊,1
2024-09-17T09:32:53Z,@zefanyatsabita,dia berhak bahagia dgn pilihannya😊,0
2024-09-17T09:11:10Z,@nest12_,"Kak, sungguh gua perlahan udah hampir lupa ama orang lama ku tapi pas dengarnya malah kek ingat lagi🥲",0
2024-09-17T08:26:43Z,@dinoberulahlagicoy6375,Yang galau rata rata cowok jir,0
2024-09-17T08:20:21Z,@MPS_97,"Nice song, untuk diri saya 17/09/2024<br>Lagu nya sesuai dengan keadaan saya dulu. Dengan alasannya tidak jelas. Terimakasih masa lalu. Alhasil untuk tidak mengingat hal hal itu, saya menyibukkan diri dengan bisa lebih ada waktu untuk diri saya memperbaiki diri menjadi lebih baik lagi bsa menceritakan kisah saya kepada keluarga. Lbh enak dan relate nongki bareng temen temen se frekuensi. <br>Sampai sekarang saya mengingatkan 1 pesan bapak sebelum beliau sakit panjang dan di vonis stroke tidak bisa kembali lagi sehat seperti dlu dan tidak bisa mengingat anak anaknya.<br>&quot; Nak kita hidup di dunia mempunyai jalannya masing masing sudah ada yang mengaturnya. Ada kalanya mereka datang dan pergi. Bapak sudah mengingatkan nak sebelumnya, manusia kalau tidak di tinggal ya di tinggalkan. Semua bersifat sementara ayah dan ibu saja  bisa pergi kapanpun dan dimanapun meninggal kan kamu dan kaka kamu. ingat lah nak pesan bapak yang abadi hanyalah kamu dan tuhan mu nak&quot;. Terimakasih pak atas dasar yang beliau katakan akhirnya saya bsa pulih lebih cepat dan menikah menghabiskan waktu dengan istri saya dan anak anak saya.",2
2024-09-17T08:14:37Z,@dealfaresky2738,"Move on salah. Ga move on pun salah. Klo emng udh berakhir, ya sudah. Sedih mungkin tpi jgn berlarut kan.",0
2024-09-17T07:21:17Z,@herisusiyanto7169,Lho ini yang nonton udah 24 juta tapi subnya 200 ribu? <br>Ayo dong subcribe biar sejajar sama penyanyi profesional lain 🎉,0
2024-09-17T06:50:44Z,@antoniusvayanrogabe5991,BERNADYA BERNADYA<br>kamu benar ada nada nya<br>salah satu lagu yg buat saya minta maaf bgt ke Tuhan dan seseorang yang pernah saya giniin<br>sekarang dengar kok sedih bgt ternyata ya? hampir semua kata2 lirik disini pernah diutarakan ke saya<br>maafkan saya Tuhan maafkan saya hai orang baik dan tulus<br><br>I learn something...<br>something that understandable,0
2024-09-17T06:44:56Z,@tasyaoffic2088,"Nad,aku pacaran 3 tahun ama mantan aku.selama 3 tahun itu dia bener bener ga pernah ngehargain aku.dia ga pernah nganggep aku ada,dia sibuk ama dunianya sendiri,kalau aku cemburu ama sama tmn cwenya dia malah marah dan ngatain aku.semua sosmed aku,aku kasih buat dia pegang tiap ad cwo yg cht aku padahal aku ga chat dluan dia bakalan langsung marah besar terus ngatain aku cwe ga bener, cwe penghibur,lon**.aku bertahan ama dia 3 tahun sampai satu bulan yang lalu aku mengakhiri hubungan ku dengannya,walau itu berat banget.aku perlahan lahan move on meski berat banget,aku lihat dia g ada galau atau sedih sama sekali :) dan katanya dia bakal nikah tahun depan,sakit sih 3 tahun jdi second coiche:)",0
2024-09-17T05:23:59Z,@AiayaYuma,Skibidi toilet mewing rizz aura 1000,0
2024-09-17T05:01:09Z,@abdulhakimabdulhalim5625,Lagu2 dia ada vibe Olivia Rodrigo,0
2024-09-17T04:01:30Z,@rinomuhammad5061,"Jawaban dari pertanyaan wanita di video adalah belum tentu karena ada pengganti, bisa jadi malah dia yang jadi penghalang hidup si laki-laki untuk bahagia.",0
2024-09-17T04:00:12Z,@herulsaleh322,Ini isi nya gen Z doang apa ?😅,0
2024-09-17T03:34:05Z,@rriizzkyy,😢😢😢😢😢😢😢,0
2024-09-17T02:13:52Z,@rahmadiyusuf1442,Playing victim dan manipulatif. Tipu daya wanita sangatlah dahsyat. QS Yusuf ayat 28.,0
2024-09-17T02:05:02Z,@aldyumardaniumardani7259,Karna arafah sama halda aku dpt lagu yg enak di dengar😚😚,1
2024-09-17T01:16:36Z,@sandikaputra1033,Hubungan yg dijalanin 4 tahun putus krna ego dan miss komunikasi sakitnya bukan main,1
2024-09-17T01:08:09Z,@gozeropro,"&quot;Sesekali aku sengaja menoleh ke belakang hanya untuk memastikan, aku masih dinanti atau justru sudah diganti&quot;.<br>ㅡ Penagenic",1
2024-09-17T01:02:22Z,@Alinart.u,"Pernah juga. Sehari setelah putus, Hari itu juga dia udah ada yang baru. Rasanya sesakit itu.",1
2024-09-16T17:50:56Z,@RizkySaputra-um1ud,Belum ada satu bulan korekku menghilang di tongkongan😢,1
2024-09-16T16:46:08Z,@Nockong13,lgu yg memperlemah mental,1
2024-09-16T16:36:45Z,@Muhtahir68,Belum ada satu bulan tapi wangi parfum selalu membuat rindu,1
2024-09-16T16:34:08Z,@hanzz.93,Yang gara² mas anang rp jadi ke sini☝😂,1
2024-09-16T16:31:50Z,@andreirawan5862,❤❤,1
2024-09-16T16:04:40Z,@MelianaPratiwi-s6o,Mantap 👍,1
2024-09-16T16:03:06Z,@mariareginaanna6648,"Hi bernadya, kisahku bukan cuma satu bulan lagi, tapi hampir satu tahun aku putus dengan mantanku.<br><br>Hubungan kami cuma bertahan 5 bulan, tapi entah kenapa rasanya masih terlalu sakit, padahal hampir setahun heartbreak anniversary. Kami masih saling chat, tapi ada yang berubah, dan sayangnya aku benci perubahan, Nad. Ada banyak hal yang aku sesali, dan aku berusaha memperbaiki meski dengan status yang sudah gak bersama lagi. Aku akui aku banyak salah, tapi dari sekian banyak keputusan yang bisa diambil, kenapa &#39;putus&#39; yang lantas dipilih?<br><br>Nad, jujur aku takut. Sudah hampir setahun aku belum berani menjejakkan kaki keluar dari zona rindu. Setiap hari, setiap malam, gak pernah dia absen untuk mampir ke pikiranku. Beberapa orang baru datang dan mencoba menawarkan &#39;obat&#39;, tapi aku menolak, karena untuk apa aku memulai lagi kalau aku sendiri masih berantakan?<br><br>Nad, kadang aku juga capek. Aku berharap ini berakhir. Tapi kalau begitu, berarti aku berhenti memikirkan dia, dan ketidakpastian itu yang seakan menarik aku mundur lagi.<br><br>Aku bakalan baik aja kan, Nad?",2
2024-09-16T15:57:08Z,@tempebacem9990,Hanya berharap pada Allah. Jangan yg lain. Harus tegas.,1
2024-09-16T15:00:14Z,@taniadwi4260,Patah hati dlem jaman smp,1
2024-09-16T14:48:19Z,@effiehutagalung9849,"Bernadya, sa rindu dia yg udh 2 th tmni sa, walaupun raga nya udh gk sma2 sa, tp perasaan ku ttp sm ke dia😭",2
2024-09-16T14:46:28Z,@astriraya2252,"karena cowo punya 1emosi,99 logika.klo cewe punya 99 emosi,1 logika",3
2024-09-16T14:35:52Z,@muhammadsyaban5891,"Kita hebat, tamat tanpa berdebat.",3
2024-09-16T14:17:00Z,@kamaroperasirspmibogor6946,"untuk sekarang, rangkul yg mau sejalan. selebihnya hati-hati dijalan",1
2024-09-16T13:59:54Z,@CecanCans,sakitt bangett untuk di tinggal dia yang bahkan aku disini masih belum terima sedangkan aku melihat dia seperti baik baik saja,2
2024-09-16T13:39:18Z,@devitaa837,who hurt you bernadya?😔💔,2
2024-09-16T13:29:06Z,@irwansyahtjahyadi8179,"Laki laki ketawa ketawa cuma saat di depan teman teman saja , setelah dia lagi sendiri sedih mya melebihi cewe itulah j laki laki",1
2024-09-16T12:14:29Z,@megaarifin4417,😢😢😢😢😢,1
2024-09-16T10:46:29Z,@lodonq,"Laki2 itu jenis spesies yg di tuntun dan di minta untuk selalu terlihat tegar dan kuat. Klo terlihat sedih di bilang cemen, meneteskan air mata di bilang cengeng padahal laki2 sama2 punya perasaan, tapi selalu di tuntut untuk di tekan dan di tahan.",1
2024-09-16T10:22:27Z,@fikihpratamahakim6508,Belum mewing satu bulan<br>Kuyakin masih ada sisa aura di case oh mu<br>Namun kau tampak kai cenat<br>Bahkan gyattmu lebih fortnite<br>Sedang aku disini hampir sigma<br>Kita temukan john cena<br>Sepakat looksmaxxing setelah ribuan skibidi<br>Namun kau tampak genshin impek<br>Bahkan duke dennis lebih baka<br>Sedangkan aku belum 1000 aura,1
2024-09-16T10:19:16Z,@Vellaennae,“sudah ada kah yang gantikan ku?” 💔,1
2024-09-16T09:41:12Z,@maddyt4651,"Lagu nya terlalu sakit di dengerin, bawaannya pengen bunuh diri aja",1
2024-09-16T09:30:07Z,@salsa_-dt3oz,Kenapa ya dia cepat move on?,1
2024-09-16T09:22:46Z,@trrlrlrlrrrl,Cowo 1 bulan mah masih biasa aja nanti dah 6 bulanke atas baru nangis 😂😂😂😂,1
2024-09-16T09:03:13Z,@ruliaanurhaliza,Ibu anak 2 boleh ga sih suka lagu2 bernadya? Galau nya tuh estetik. Aku sukaa❤,1
2024-09-16T08:19:02Z,@petracrna,"Belum ada satu bulan<br>Ku yakin masih ada sisa wangiku di bajumu<br>Namun, kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini hampir gila<br>Kita tak temukan jalan<br>Sepakat akhiri setelah beribu debat panjang<br>Namun kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini belum terima<br>Bohongkah tangismu sore itu di pelukku?<br>Nyatanya pergiku pun tak lagi mengganggumu<br>Apa sudah ada kabar lain yang kautunggu?<br>Sudah adakah yang gantikanku<br>Yang khawatirkanmu setiap waktu<br>Yang cerita tentang apa pun sampai hal-hal tak perlu<br>Kalau bisa, jangan buru-buru<br>Kalau bisa, jangan ada dulu<br>Baru lewat satu bulan<br>Kemarin ulang tahunku tak ada pesan darimu<br>Tak apa, mungkin kau lupa<br>Atau sudah ada hati yang harus kaujaga<br>Sudah adakah yang gantikanku<br>Yang kauantar-jemput setiap Sabtu<br>Yang selalu ingatkan untuk pakai sabuk pengamanmu<br>Kalau bisa, jangan buru-buru<br>Sudah adakah yang gantikanku<br>Yang khawatirkanmu setiap waktu<br>Yang cerita tentang apa pun sampai hal-hal tak perlu<br>Kalau bisa, jangan buru-buru<br>Kalau bisa, jangan ada dulu<br>Hu-hu-uh<br>Hu-uh",1
2024-09-16T08:12:00Z,@nurdinjulio7744,Mantaps lagunya 🎉😊,1
2024-09-16T07:49:13Z,@evalistiani6365,kerenn bgttt🤩🔥🔥,1
2024-09-16T06:29:00Z,@chentsykes4293,❤️,1
2024-09-16T06:22:43Z,@ZhafranAli-z4d,"Hal paling menyakitkan didunia ini,yang semua orang tidak akan bisa terima adalah DIABAIKAN.",4
2024-09-16T06:02:00Z,@DygSiti,Reflek duduk terus melamun..,3
2024-09-16T05:57:57Z,@fi-kh7hy,"Bernadya, itu empang banyak ikannya gak?? Mau berangkat mancing",0
2024-09-16T05:54:14Z,@azkaraffasya6551,"bernadya lo harus rilis lagu baru , minimal sehari sekali🥹🫵🏻🫵🏻",0
2024-09-16T05:03:16Z,@yansgaming6311,tolong perbaiki elearning unpam,1
2024-09-16T04:34:44Z,@arilarilpriwinata,sedih bangat bernadya,2
2024-09-16T04:07:18Z,@darussalammario6228,mereka hanya tidak tau kalau kita menangis kejer di atas motor dan didalam kamar.. sambil liat notivikasi berharap kau mengirim pesan,0
2024-09-16T03:30:09Z,@JosephNababan,Suasana lagu nya ada the beatels nya 🔥🔥🔥🔥🔥🔥👍👍👍👍,1
2024-09-16T02:51:25Z,@oppoperak3805,belum ada satu bulan kita udah asing...............,1
2024-09-16T01:55:23Z,@fitriehasibuan9788,Entahlah saat mendapatkan pengganti apakah sama seperti yang dulu atau mungkin jauh berbeda dari yang sebelumnya?<br><br>Apa mungkin pengganti itu bisa lebih baik?<br><br>16 September 2024,3
2024-09-16T01:13:41Z,@ayunkateien4215,"6 lalu dia menceraikanku dan minggu2 ini dia mau nikah lagi,secepat itu kah dia melupakanku??<br>Lalu,aku disini msh ttp blm bs move on darinya",6
2024-09-15T23:56:40Z,@delakalnia,yey,1
2024-09-15T23:23:02Z,@ulfapratiwi6047,"Nad , bapaku abis d tinggal istrinya nikah lagi , bapaku skrg depresi , mohon doanya buat kesembuhan bapa ku 🙏🏻",1
2024-09-15T23:20:03Z,@alpiayaa,Maap telat 10 hari,1
2024-09-15T22:55:46Z,@petoxfw8029,CINTA MELAHIRKAN KEBENCIAN,1
2024-09-15T20:33:12Z,@ferdysaputra7311,jawaban lagu ini ada di lagu juicy Iuicy &quot; bukan orangnya &quot;,1
2024-09-15T18:37:25Z,@irmaIrmasan,"related bnget<br>dia lebih milih cwe yg semalem dia temuin, dripada aku yg udah setahun sama dia,susah seneng berdua,kok sekarang aku sakitnya sendirian?",1
2024-09-15T18:36:25Z,@ilhamMalalak,"2024 Sept 15 minggu... <br>&quot;Alasanku tersenyum lebar, karna bersamamu ternyata lebih rumit daripada kesendirianku&quot;<br>Tapi<br>&quot;Asalanku merenung di kesendirianku, ternyata Aku butuh khawatirmu&quot;",1
2024-09-15T18:28:46Z,@dhimasdwi1936,Lagunya playing victim anjir. Cewenya yang mutusin tapi cowonyabdi harapkan gak pinda lain hati harus tetap inget mantannya yang nyakitin dia. Sampah jirrr kwkwkwkw,1
2024-09-15T17:24:31Z,@Rifay_Yahya11,Rendy Pandugo Player of the Match👏,1
2024-09-15T16:41:52Z,@kCGHIGHLIGHT,Sadtember😊,2
2024-09-15T16:39:29Z,@ardimule8422,Kalau bisa jangan ada dlu? dia malah ada disaat kami masih bersama.,2
2024-09-15T16:18:01Z,@hufttt2,haha jahat banget ya dia:),1
2024-09-15T16:16:44Z,@amerrolie,"mantanku mirip bgt sm ajil, jadi setiap kangen sm beliau tuh liatin mv ini aja wkwk",1
2024-09-15T16:13:45Z,@alaydrusimron2152,Talent cowonya rizki apa ridho?,2
2024-09-15T15:42:59Z,@DeviRahmanita-sj9es,"bernadya, kita belum putus dia udah cari pengganti",1
2024-09-15T15:33:21Z,@annisariskychaniago6404,Sedang aku disini belum terima 😅😢,2
2024-09-15T14:08:25Z,@gaktau3112,"Belum ada satu bulan<br>Ku yakin masih ada sisa wangiku di bajumu<br>Namun kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini hampir gila<br><br><br><br>[Verse 2]<br>Kita tak temukan jalan<br>Sepakat akhiri setelah beribu debat panjang<br>Namun kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini belum terima<br>[Pre-Chorus]<br>Bohongkah tangismu sore itu di pelukku?<br>Nyatanya pergiku pun tak lagi mengganggumu<br>Apa sudah ada kabar lain yang kau tunggu?<br><br><br><br>[Chorus]<br>Sudah adakah yang gantikanku<br>Yang khawatirkanmu setiap waktu<br>Yang cerita tentang apapun sampai hal-hal tak perlu?<br>Kalau bisa jangan buru-buru<br>Kalau bisa jangan ada dulu<br>[Verse 3]<br>Baru lewat satu bulan<br>Kemarin ulang tahunku tak ada pesan darimu<br>Tak apa, mungkin kau lupa<br>Atau sudah ada hati yang harus kau jaga?<br>[Chorus]<br>Sudah adakah yang gantikanku<br>Yang kau antar jemput setiap Sabtu<br>Yang s’lalu ingatkan untuk pakai sabuk pengamanmu?<br>Kalau bisa jangan buru-buru<br><br><br><br>Related articles",1
2024-09-15T13:07:03Z,@piowlynn_.,"bernadya, aku punya cwo namanya HENDRI HIDAYAT, alamatnya di ntt di kupang asli padang, dia bilang cintanya gaakan pernah habis di aku cinta yang tak ada habisnya, tapi setelah kita putus belum ada dua minggu dia udah dapet yang baru, alasan putus nya juga ga jelas tiba&#39; minta putus, padahal aku udah berusaha ngechat dia terus walaupun cuma di bls pake stiker, tapi tiba&#39; dia bilang &quot;gua jadian sama cwe semalem&quot; lanangan puqi. tpi aku tetep gabisa berhenti buat cinta sama dia, aku disini tetep nunggu dia balik walaupun aku cuma bisa liatin keadaan dia lewat tiktok, wa, sm ig nya ☹️☹️",2
2024-09-15T12:54:56Z,@baguskurniawan5134,sialnya hidup harus terus berjalan,1
2024-09-15T12:54:39Z,@oktavianidiah9695,😢😢 ahh emang salahnya ajg,1
2024-09-15T12:53:45Z,@wkmuroh,Baca komentar dan nyimak sm ambil kesimpulan nya doank gw mah😢,1
2024-09-15T11:58:30Z,@putihtwilight4649,Wadidawww nyesss 😂😂 saatnya menangisi masa lalu,1
2024-09-15T11:25:30Z,@sandhikaaulyadimasgi8098,"Knp terlalu cepat? Knp harus ada kata ingin sendiri ? Knp break ? Semua kata itu putuskan ?bukannya semua itu bisa di omongin baik², apakah sudah ada yang menunggu ??? Hehe  Terimakasih yah sudah pernah singgah 💜",1
2024-09-15T09:41:40Z,@regisg11,Belum ada 1 bulan korek ku hilang😭,1
2024-09-15T09:37:11Z,@luthfisyarif6828,🙌,1
2024-09-15T08:20:16Z,@Bellvania.Arunaa,Kenapa cinta lelaki dari 100% ke 0 ??? 😢,1
2024-09-15T08:00:36Z,@cjm-yr7cr,gak usah nikah demi kesehatan mental lo,2
2024-09-15T07:57:52Z,@iqball_mm7318,"Pacaran 3 tahun putus begitu saja dan besoknya positif covid harus dirawat di RS, liat story dia udah ada yg baru. Rasanya mrinding bgt 😅<br>Udah mah dirawat eeh liat story yg bikin ngedown",1
2024-09-15T08:07:20Z,@MuhammadMaulana-fq2kr,r u o k?,0
2024-09-15T06:57:48Z,@NenengMariamah,"bernadya,aku jdi galau gara gara dngerin lagu mu😢",2
2024-09-15T04:51:10Z,@andyganzzzzz4144,Seee you again,2
2024-09-15T03:48:08Z,@iwanashafira3937,Sudah lewat setahun bernadya... Tapi aku masih belum terima perlakuan teman teman terbaikku padaku waktu itu...<br>Entah apa salahku<br>Kuanggap mereka daging dan tulang ku nyatanya menusukku dari dalam <br>setiap hari aku berdoa supaya bisa memaafkan tapi rasa sakit dan trauma itu masih ada...<br>Aku trauma berteman dengan siapapun <br>Aku trauma percaya pada siapapun <br>Kadang rasanya tidak adil saat kulihat mereka baik2 saja setelah begitu jahat nya mereka padaku.<br>Tapi aku yakin tuhan pasti punya caranya <br>Tuhan pasti punya waktunya<br>Tak pernha buruk doaku pada mereka.<br>Yang kumau hanya tak lagi melihat wajahnya.<br>Agar trauma ini bisa mereda dan perlahan hilang,3
2024-09-15T03:46:40Z,@amerikanuddin,"Belum satu bulan.. wanita itu cepat sekali pergi dan move on.. sedangkan aku tertinggal menunggu, mencoba sembuh. Berusaha menutupi luka hati yang tidak kelihatan darahnya",1
2024-09-15T03:42:09Z,@galangsaputra6448,tapi senyumnya memang lebih lebar setelah tidak bersama sih😊,1
2024-09-15T03:20:17Z,@jesikamaria79,judul lagunya 1 bulan tapi udh 2 tahun masih kerasa,1
2024-09-15T03:06:35Z,@muhammadcevianabella1867,Kamu dengan pacar barumu aku dengan luka yang kau kasih dulu,1
2024-09-15T03:02:23Z,@Dikochrismansyah,dahlah,1
2024-09-15T01:05:42Z,@slamipekcikam3518,"Brengse* untuk mereka yg baik² tanpaku, tapi aku tanpa mereka 😢",1
2024-09-14T23:50:57Z,@TipsSunggup,bagus bnget,1
2024-09-14T23:36:14Z,@Woiz401,BELUM ADA SMBILAN BULAN<br>BAYIKU SUDAH LAHIRAN PREMATUR DISINI,1
2024-09-14T23:31:16Z,@ginulurraharja9576,"seminggu lalu istri saya ketauan selingkuh, saya pulangin k ortunya... saya langsung tempuh proses cerai... dan hari ini saya ulang tahun, dia blm ngucapin (persis kaya di lagu ini) ko ada ya lagu yg bnr2 relate sama saya? seolah saya yg jd inspirasi lagunya😂 9 taun nikah, punya anak cowo 2, ko endingnya ky gini😢😢😢",1
2024-09-14T20:31:00Z,@ahmaddimassaktipramana,"gua udah 3 bulan putus sama mantan gua sampe sekarang masih belum bisa lupain masa lalu pas sama dia, banyak hal berkesan sama dia, dia namanya anastasya elizabeth yono, aku masih sangat sayang sama dia, kita putus baik baik, putus karena terpaksa karena beda agama, misalpun ini aku menghayal imajinasi aja, misal kita seagama aku kepingin jenjang serius sm kamu sya, love you tasya 🥺🙏🏼",2
2024-09-14T20:32:07Z,@ahmaddimassaktipramana,"semua foto album dll belum pernah gua hapus, sya kamu mau ga balikan sama aku di hari ulang tahun aku besok 16 september sya",0
2024-09-15T03:01:41Z,@ridhofirdaus4374,Mau mas wkwkwkk,0
2024-09-14T18:45:01Z,@martanoviantymagdalena5538,"Seandainya dari dulu aku tahu, bahwa dirimu memiliki perasaan pada dia, mungkin aku dari awal sudah mundur, dan tidak memaksa diriku untuk teruskan perasaan ini, bahkan aku bisa mundur perlahan.<br><br>Penyesalanku adalah mengungkapkan perasaan ini kepadamu<br><br>Dulu kita dekat, seperti sahabat, setiap malam telponan membahas semua cerita yang dirimu berikan, aku hanya mendengar dan tertawa.<br><br>Namun, dirimu mulai berubah perlahan-lahan dan mulai beralih ke orang lain.<br><br>Seharusnya aku dari awal mendengar kakaku, bahwa jangan pernah menaruh hati padanya, tapi aku selalu berusaha mempertahankan perasaan ini, sampai akhirnya di masa itu aku tahu dan tersadar. <br><br>Ketika ku sudah tahu semua, dan dirimu tetap menelpon aku, mulai saat itu aku selalu menangis saat mendengar ceritamu, namun aku berusaha untuk terlihat dengan nada biasa agar dirimu tidak tahu bahwa aku menangis. Pada akhirnya aku tidak bisa bertahan lagi dan lelah, akhirnya aku memutuskan untuk seberusaha mungkin menolak telponmu<br><br>Dan sekarang kita sudah tidak sedekat dulu, waktu perlahan lahan memisahkan jarak kita. Sampai akhirnya saat ini kita sudah menjadi asing satu sama lain, dan hanya melihat dari medsos masing²<br><br>Terima kasih atas waktu dan pengalaman yang diberikan, aku harap dirimu selalu bahagia😊",1
2024-09-14T17:47:52Z,@adelaputrir4202,"Nad, aku sm dia knl setahun lebih gaada status tpi care satu sama lain. Ketawa bareng kdg jg sharing² sampe mewek. Tapi perhatian sm waktuku mungkin lebih banyak terlimpahkan buat dia, krn ngrasa oh ni anak kyknya ada serius²nya nih. Tapi ternyata ngga, hari ini gaada angin gada ujan dan ga pernah cerita kalo deket cewe lain smsek, tbtb post cewe lain donggg. Wkwkwk tolol bgt gw buru² mikir ni org bisa jdi psngan 😂🤸‍♀️  pas coba cek medsos, ternyata bio udh saling tag wkwkkwk",2
